Accession	Description	Gene Symbol	Abundance_811269 	Abundance_811270 	Abundance_811271 	cytoplasm	nucleus
M0R165	Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens OX=9606 GN=EPS15L1 PE=1 SV=1		3	5.68346	3	2.68346	0
O94905	Erlin-2 OS=Homo sapiens OX=9606 GN=ERLIN2 PE=1 SV=1	ERLIN2	3.87227	5.80471	3	1.93244	-0.872275
Q96KP1	Exocyst complex component 2 OS=Homo sapiens OX=9606 GN=EXOC2 PE=1 SV=1	EXOC2	4.21359	4.94858	5.21949	0.734996	1.00591
O14980	Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1	XPO1	3	5.25766	4.75227	2.25766	1.75227
P55060	Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3	CSE1L	5.56523	5.5982	5.41437	0.0329718	-0.150857
Q86XX4	Extracellular matrix protein FRAS1 OS=Homo sapiens OX=9606 GN=FRAS1 PE=1 SV=2	FRAS1	3	4.97012	4.31944	1.97012	1.31944
Q96CS3	FAS-associated factor 2 OS=Homo sapiens OX=9606 GN=FAF2 PE=1 SV=2	FAF2	3	5.83262	3	2.83262	0
O94887	FERM, ARHGEF and pleckstrin domain-containing protein 2 OS=Homo sapiens OX=9606 GN=FARP2 PE=1 SV=3	FARP2	3	5.15252	3	2.15252	0
B7ZM68	FGD5 protein OS=Homo sapiens OX=9606 GN=FGD5 PE=1 SV=1	FGD5	3.98091	5.45509	5.77547	1.47418	1.79456
P51570	Galactokinase OS=Homo sapiens OX=9606 GN=GALK1 PE=1 SV=1	GALK1	3	5.73577	5.32249	2.73577	2.32249
Q9UHL9	General transcription factor II-I repeat domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GTF2IRD1 PE=1 SV=1	GTF2IRD1	4.83933	5.06373	5.6721	0.224402	0.832773
Q9H2C0	Gigaxonin OS=Homo sapiens OX=9606 GN=GAN PE=1 SV=1	GAN	3.82313	6.10975	3	2.28662	-0.823125
P62873	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens OX=9606 GN=GNB1 PE=1 SV=3	GNB1	4.7876	5.59383	4.8064	0.806225	0.018794
Q9BVP2	Guanine nucleotide-binding protein-like 3 OS=Homo sapiens OX=9606 GN=GNL3 PE=1 SV=2	GNL3	4.22758	5.37976	6.05726	1.15218	1.82968
Q92598	Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1	HSPH1	3.70421	5.6575	3	1.95329	-0.704213
P12081	Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS PE=1 SV=2	HARS	3.85362	6.17609	4.91234	2.32247	1.05872
S4R3N1	HSPE1-MOB4 readthrough OS=Homo sapiens OX=9606 GN=HSPE1-MOB4 PE=3 SV=1	HSPE1-MOB4	4.96341	5.01142	4.45148	0.0480128	-0.511929
O75330	Hyaluronan mediated motility receptor OS=Homo sapiens OX=9606 GN=HMMR PE=1 SV=2	HMMR	3.98179	5.75126	3	1.76947	-0.981794
Q16270	Insulin-like growth factor-binding protein 7 OS=Homo sapiens OX=9606 GN=IGFBP7 PE=1 SV=1	IGFBP7	3	5.7432	3	2.7432	0
P06756	Integrin alpha-V OS=Homo sapiens OX=9606 GN=ITGAV PE=1 SV=2	ITGAV	5.2197	3	3	-2.2197	-2.2197
H7C2I6	Interleukin-1 receptor-associated kinase 1 (Fragment) OS=Homo sapiens OX=9606 GN=IRAK1 PE=1 SV=1		3	5.58288	3	2.58288	0
Q8N2Y8	Iporin OS=Homo sapiens OX=9606 GN=RUSC2 PE=1 SV=3	RUSC2	3	5.30716	3	2.30716	0
Q9P266	Junctional protein associated with coronary artery disease OS=Homo sapiens OX=9606 GN=JCAD PE=1 SV=3	KIAA1462; JCAD	4.76967	5.67082	3	0.901144	-1.76967
Q8NF37	Lysophosphatidylcholine acyltransferase 1 OS=Homo sapiens OX=9606 GN=LPCAT1 PE=1 SV=2	LPCAT1	4.05263	5.78226	4.26853	1.72963	0.2159
Q08397	Lysyl oxidase homolog 1 OS=Homo sapiens OX=9606 GN=LOXL1 PE=1 SV=2	LOXL1	3	5.60321	4.53489	2.60321	1.53489
P50281	Matrix metalloproteinase-14 OS=Homo sapiens OX=9606 GN=MMP14 PE=1 SV=3	MMP14	4.24413	5.73275	3.79323	1.48861	-0.450899
P55081	Microfibrillar-associated protein 1 OS=Homo sapiens OX=9606 GN=MFAP1 PE=1 SV=2	MFAP1	5.17187	5.28056	5.38927	0.108683	0.217391
Q8IXI1	Mitochondrial Rho GTPase 2 OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2	RHOT2	3.89915	5.28867	4.83954	1.38952	0.940397
O15427	Monocarboxylate transporter 4 OS=Homo sapiens OX=9606 GN=SLC16A3 PE=1 SV=1	SLC16A3	5.45114	5.95916	4.74589	0.508025	-0.705246
Q9UDY8	Mucosa-associated lymphoid tissue lymphoma translocation protein 1 OS=Homo sapiens OX=9606 GN=MALT1 PE=1 SV=1	MALT1	4.23413	5.41158	3	1.17746	-1.23413
I3L1L3	Myb-binding protein 1A (Fragment) OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=1		4.99375	3	5.41539	-1.99375	0.421642
O60462	Neuropilin-2 OS=Homo sapiens OX=9606 GN=NRP2 PE=1 SV=3	NRP2	3.86211	5.51328	3	1.65117	-0.862107
A0A494C050	NF-kappa-B-activating protein (Fragment) OS=Homo sapiens OX=9606 GN=NKAP PE=1 SV=1		4.26516	5.48409	6.33343	1.21893	2.06827
Q9NXR1	Nuclear distribution protein nudE homolog 1 OS=Homo sapiens OX=9606 GN=NDE1 PE=1 SV=3	NDE1	3.82032	5.70054	3	1.88022	-0.820322
P57740	Nuclear pore complex protein Nup107 OS=Homo sapiens OX=9606 GN=NUP107 PE=1 SV=1	NUP107	3	4.96899	4.18837	1.96899	1.18837
Q8WUM0	Nuclear pore complex protein Nup133 OS=Homo sapiens OX=9606 GN=NUP133 PE=1 SV=2	NUP133	3	5.66921	5.34353	2.66921	2.34353
Q9Y3T9	Nucleolar complex protein 2 homolog OS=Homo sapiens OX=9606 GN=NOC2L PE=1 SV=4	NOC2L	4.0439	3	5.07336	-1.0439	1.02946
Q9H8H0	Nucleolar protein 11 OS=Homo sapiens OX=9606 GN=NOL11 PE=1 SV=1	NOL11	3	5.28629	5.27679	2.28629	2.27679
A0A0A0MRW6	Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=1		3.87846	4.81177	5.38653	0.933315	1.50807
A0A087WXU5	Nucleolar protein of 40 kDa OS=Homo sapiens OX=9606 GN=ZCCHC17 PE=1 SV=1	ZCCHC17	4.89571	4.79452	5.76654	-0.101186	0.87083
P15531	Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1	NME1	3	5.70613	5.3604	2.70613	2.3604
F5GZ78	Paxillin OS=Homo sapiens OX=9606 GN=PXN PE=1 SV=1	PXN	3.95446	5.45958	3	1.50513	-0.954456
P23284	Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2	PPIB	3.97608	6.1496	5.39171	2.17353	1.41563
Q02790	Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3	FKBP4	3.6551	5.30674	4.85517	1.65164	1.20007
Q14318	Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=2	FKBP8	4.02582	5.80664	4.0382	1.78081	0.0123745
Q7RTV0	PHD finger-like domain-containing protein 5A OS=Homo sapiens OX=9606 GN=PHF5A PE=1 SV=1	PHF5A	4.54165	5.59131	5.43206	1.04967	0.890416
P00558	Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3	PGK1	3	5.69751	4.81146	2.69751	1.81146
Q99569	Plakophilin-4 OS=Homo sapiens OX=9606 GN=PKP4 PE=1 SV=2	PKP4	3	5.40002	4.06741	2.40002	1.06741
P23634	Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens OX=9606 GN=ATP2B4 PE=1 SV=2	ATP2B4	4.76567	3	3	-1.76567	-1.76567
Q8NC51	Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2	SERBP1	4.84788	5.44516	3	0.597289	-1.84788
Q6UN15	Pre-mRNA 3'-end-processing factor FIP1 OS=Homo sapiens OX=9606 GN=FIP1L1 PE=1 SV=1	FIP1L1	4.0158	5.0361	4.68093	1.0203	0.665129
Q86UA1	Pre-mRNA-processing factor 39 OS=Homo sapiens OX=9606 GN=PRPF39 PE=1 SV=3	PRPF39	3.78199	5.4065	3	1.62451	-0.781986
Q8IY81	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 OS=Homo sapiens OX=9606 GN=FTSJ3 PE=1 SV=2	FTSJ3	4.39893	5.5078	5.61448	1.10886	1.21554
Q99848	Probable rRNA-processing protein EBP2 OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=2	EBNA1BP2	4.89882	3	5.4918	-1.89882	0.59298
P07737	Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2	PFN1	4.52648	5.73836	4.47043	1.21188	-0.0560459
P46013	Proliferation marker protein Ki-67 OS=Homo sapiens OX=9606 GN=MKI67 PE=1 SV=2	MKI67	3.65254	3	5.20807	-0.652545	1.55553
Q32P28	Prolyl 3-hydroxylase 1 OS=Homo sapiens OX=9606 GN=P3H1 PE=1 SV=2	LEPRE1; P3H1	4.10081	5.82091	4.62158	1.72011	0.520772
P13674	Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens OX=9606 GN=P4HA1 PE=1 SV=2	P4HA1	3	6.10074	3	3.10074	0
A0A494C1T9	Protein FAM83H OS=Homo sapiens OX=9606 GN=FAM83H PE=1 SV=1		3	5.36604	3	2.36604	0
H0YBE8	Protein KIBRA (Fragment) OS=Homo sapiens OX=9606 GN=WWC1 PE=1 SV=1		3	4.95238	3	1.95238	0
A0A0B4J203	Protein kinase domain-containing protein OS=Homo sapiens OX=9606 PE=3 SV=1		3	5.3113	5.07677	2.31129	2.07677
O75323	Protein NipSnap homolog 2 OS=Homo sapiens OX=9606 GN=NIPSNAP2 PE=1 SV=1	GBAS; NIPSNAP2	4.49321	6.24412	5.59495	1.7509	1.10174
Q86U86	Protein polybromo-1 OS=Homo sapiens OX=9606 GN=PBRM1 PE=1 SV=1	PBRM1	3	3	5.3262	0	2.3262
Q01105	Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3	SET	3	6.19178	4.74909	3.19178	1.74909
O95486	Protein transport protein Sec24A OS=Homo sapiens OX=9606 GN=SEC24A PE=1 SV=2	SEC24A	3	5.93991	5.15741	2.93991	2.15741
O95487	Protein transport protein Sec24B OS=Homo sapiens OX=9606 GN=SEC24B PE=1 SV=2	SEC24B	3	5.55086	4.32632	2.55086	1.32632
P28300	Protein-lysine 6-oxidase OS=Homo sapiens OX=9606 GN=LOX PE=1 SV=2	LOX	3	5.43076	4.60309	2.43076	1.60309
Q5SRD1	Putative mitochondrial import inner membrane translocase subunit Tim23B OS=Homo sapiens OX=9606 GN=TIMM23B PE=5 SV=2	TIMM23B; LINC00843; LOC100652748	3.99659	5.57691	3	1.58032	-0.996594
F8WF02	Pyruvate dehydrogenase E1 component subunit beta OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=1		4.83338	5.24688	4.6027	0.413497	-0.230682
P15153	Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens OX=9606 GN=RAC2 PE=1 SV=1	RAC2	4.23639	5.29953	5.44986	1.06315	1.21348
Q8TA86	Retinitis pigmentosa 9 protein OS=Homo sapiens OX=9606 GN=RP9 PE=1 SV=2	RP9	5.56803	6.20649	5.97227	0.63846	0.404235
Q96PE2	Rho guanine nucleotide exchange factor 17 OS=Homo sapiens OX=9606 GN=ARHGEF17 PE=1 SV=1	ARHGEF17	3	5.00596	3	2.00596	0
Q8TER5	Rho guanine nucleotide exchange factor 40 OS=Homo sapiens OX=9606 GN=ARHGEF40 PE=1 SV=3	ARHGEF40	4.77283	4.70444	3	-0.0683893	-1.77283
Q99575	Ribonucleases P/MRP protein subunit POP1 OS=Homo sapiens OX=9606 GN=POP1 PE=1 SV=2	POP1	5.06506	4.95961	5.13095	-0.105449	0.0658854
Q8TDN6	Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens OX=9606 GN=BRIX1 PE=1 SV=2	BRIX1	5.5147	4.74579	5.84029	-0.768902	0.325598
Q5U5Q3	RNA-binding E3 ubiquitin-protein ligase MEX3C OS=Homo sapiens OX=9606 GN=MEX3C PE=1 SV=3	MEX3C	3	5.77327	3	2.77327	0
H3BMM9	RNA-binding protein with serine-rich domain 1 (Fragment) OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=1		4.04876	5.6507	6.58386	1.60193	2.53509
H7C5W9	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (Fragment) OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1		4.90134	5.91014	4.97661	1.0088	0.0752656
Q15424	Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4	SAFB	3	3	5.01189	0	2.01189
Q14151	Scaffold attachment factor B2 OS=Homo sapiens OX=9606 GN=SAFB2 PE=1 SV=1	SAFB2	4.24489	3	5.83545	-1.24489	1.59055
Q7Z7L1	Schlafen family member 11 OS=Homo sapiens OX=9606 GN=SLFN11 PE=1 SV=2	SLFN11	3	5.71649	4.76639	2.71649	1.76639
Q9H4L4	Sentrin-specific protease 3 OS=Homo sapiens OX=9606 GN=SENP3 PE=1 SV=2	SENP3	3	6.24453	5.23569	3.24453	2.23569
A0A087X142	Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=1		5.70884	5.55883	5.76598	-0.150008	0.0571377
P62714	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Homo sapiens OX=9606 GN=PPP2CB PE=1 SV=1	PPP2CB	3	5.6574	4.61196	2.6574	1.61196
Q06190	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha OS=Homo sapiens OX=9606 GN=PPP2R3A PE=1 SV=1	PPP2R3A	3	5.07192	3	2.07192	0
Q9P0V3	SH3 domain-binding protein 4 OS=Homo sapiens OX=9606 GN=SH3BP4 PE=1 SV=1	SH3BP4	3.46263	5.36173	3	1.8991	-0.462631
Q9UHB9	Signal recognition particle subunit SRP68 OS=Homo sapiens OX=9606 GN=SRP68 PE=1 SV=2	SRP68	5.28903	6.26979	5.20385	0.980759	-0.0851813
G3V4X8	SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1		3	3	5.38198	0	2.38198
Q9Y3B4	Splicing factor 3B subunit 6 OS=Homo sapiens OX=9606 GN=SF3B6 PE=1 SV=1	SF3B14; SF3B6	4.93707	5.38829	5.74186	0.451215	0.804788
Q96I25	Splicing factor 45 OS=Homo sapiens OX=9606 GN=RBM17 PE=1 SV=1	RBM17	4.76975	5.97275	5.24443	1.20299	0.474678
P23246	Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2	SFPQ	4.33514	4.9801	5.53169	0.64496	1.19655
Q13033	Striatin-3 OS=Homo sapiens OX=9606 GN=STRN3 PE=1 SV=3	STRN3	3	5.90355	5.15576	2.90355	2.15576
A0A0A0MTH9	TATA-binding protein-associated factor 172 OS=Homo sapiens OX=9606 GN=BTAF1 PE=1 SV=1		3.98565	3	4.57266	-0.985651	0.587013
F8W809	Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TXNRD1 PE=1 SV=1		3	5.94582	3	2.94582	0
Q15654	Thyroid receptor-interacting protein 6 OS=Homo sapiens OX=9606 GN=TRIP6 PE=1 SV=3	TRIP6	3	6.01847	3	3.01847	0
O00267	Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1	SUPT5H	3	5.84262	4.16562	2.84262	1.16562
J3KNP2	Transducin beta-like protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=TBL3 PE=1 SV=1		4.48696	3	4.92191	-1.48696	0.434944
Q13595	Transformer-2 protein homolog alpha OS=Homo sapiens OX=9606 GN=TRA2A PE=1 SV=1	TRA2A	3	5.32653	5.59115	2.32653	2.59115
O43294	Transforming growth factor beta-1-induced transcript 1 protein OS=Homo sapiens OX=9606 GN=TGFB1I1 PE=1 SV=2	TGFB1I1	3	5.51481	4.98713	2.51481	1.98713
E7ERK9	Translation initiation factor eIF-2B subunit delta OS=Homo sapiens OX=9606 GN=EIF2B4 PE=1 SV=1	EIF2B4	3	5.49445	4.67081	2.49445	1.67081
P51571	Translocon-associated protein subunit delta OS=Homo sapiens OX=9606 GN=SSR4 PE=1 SV=1	SSR4	3	6.35173	5.2248	3.35173	2.2248
D6RAA6	Transmembrane protein 33 (Fragment) OS=Homo sapiens OX=9606 GN=TMEM33 PE=1 SV=1		3	6.02966	4.93989	3.02966	1.93989
Q5JRA6	Transport and Golgi organization protein 1 homolog OS=Homo sapiens OX=9606 GN=MIA3 PE=1 SV=1	MIA3	3	5.69286	3	2.69286	0
Q9Y4E8	Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens OX=9606 GN=USP15 PE=1 SV=3	USP15	3	5.50091	3	2.50091	0
P38435	Vitamin K-dependent gamma-carboxylase OS=Homo sapiens OX=9606 GN=GGCX PE=1 SV=2	GGCX	3.69333	5.27056	3	1.57723	-0.693327
Q9H6R7	WD repeat and coiled-coil-containing protein OS=Homo sapiens OX=9606 GN=WDCP PE=1 SV=1	C2orf44; WDCP	3	6.03769	3	3.03769	0
A0A499FIZ0	WD repeat-containing protein 26 OS=Homo sapiens OX=9606 GN=WDR26 PE=1 SV=1		3	4.75332	3	1.75332	0
Q9Y5A9	YTH domain-containing family protein 2 OS=Homo sapiens OX=9606 GN=YTHDF2 PE=1 SV=2	YTHDF2	4.00129	5.96471	3	1.96342	-1.00129
E9PGM4	1,4-alpha-glucan-branching enzyme OS=Homo sapiens OX=9606 GN=GBE1 PE=1 SV=1	GBE1	4.13095	5.78981	4.52292	1.65886	0.391966
P16885	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2 OS=Homo sapiens OX=9606 GN=PLCG2 PE=1 SV=4	PLCG2	3	4.78343	5.1846	1.78343	2.1846
Q15646	2'-5'-oligoadenylate synthase-like protein OS=Homo sapiens OX=9606 GN=OASL PE=1 SV=2	OASL	4.63237	5.54963	3	0.917258	-1.63237
O00231	26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11 PE=1 SV=3	PSMD11	4.46046	5.70193	5.09331	1.24147	0.632854
P43686	26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2	PSMC4	3	5.59785	3	2.59785	0
J3QQM1	26S proteasome regulatory subunit 8 (Fragment) OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1		3.93807	5.45059	4.71262	1.51252	0.774546
E9PE17	28S ribosomal protein S17, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPS17 PE=1 SV=1		4.60096	5.78693	4.38413	1.18597	-0.21683
P82650	28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1	MRPS22	3.85082	5.67821	3	1.82739	-0.850817
D6RH20	28S ribosomal protein S27, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPS27 PE=1 SV=1		3	6.13958	3	3.13958	0
H7C5V3	28S ribosomal protein S28, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPS28 PE=1 SV=8		3.93057	5.6901	3	1.75953	-0.930569
P51398	28S ribosomal protein S29, mitochondrial OS=Homo sapiens OX=9606 GN=DAP3 PE=1 SV=1	DAP3	3.86229	5.82132	4.56098	1.95903	0.698694
C9JJ19	28S ribosomal protein S34, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS34 PE=1 SV=2	MRPS34	3	6.01902	4.63105	3.01902	1.63105
P82673	28S ribosomal protein S35, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS35 PE=1 SV=1	MRPS35	3	4.8219	3	1.8219	0
P82675	28S ribosomal protein S5, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS5 PE=1 SV=2	MRPS5	4.75126	6.39007	4.76636	1.63881	0.0151018
P82933	28S ribosomal protein S9, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS9 PE=1 SV=2	MRPS9	3	5.02665	3	2.02665	0
Q9BYD6	39S ribosomal protein L1, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL1 PE=1 SV=2	MRPL1	3	5.39971	3	2.39971	0
Q9Y3B7	39S ribosomal protein L11, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL11 PE=1 SV=1	MRPL11	4.58844	5.60756	3	1.01912	-1.58844
Q9BYD1	39S ribosomal protein L13, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL13 PE=1 SV=1	MRPL13	4.26779	5.71104	3	1.44326	-1.26779
Q9NX20	39S ribosomal protein L16, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL16 PE=1 SV=1	MRPL16	3	5.42911	3	2.42911	0
Q9H0U6	39S ribosomal protein L18, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL18 PE=1 SV=1	MRPL18	3	5.47047	3	2.47047	0
C9IY40	39S ribosomal protein L2, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL2 PE=1 SV=1	MRPL2	3	5.56957	3	2.56957	0
A2IDC6	39S ribosomal protein L28, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL28 PE=1 SV=1	MRPL28	3	5.281	3	2.281	0
E9PF06	39S ribosomal protein L3, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1		3.90836	5.59072	3	1.68236	-0.908358
K7ELF1	39S ribosomal protein L4, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL4 PE=1 SV=1		3.82136	5.53474	3	1.71338	-0.821359
Q8IXM3	39S ribosomal protein L41, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL41 PE=1 SV=1	MRPL41	4.84215	5.9279	5.28019	1.08576	0.438049
H0Y6Y8	39S ribosomal protein L43, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL43 PE=1 SV=1		3	5.91598	3	2.91598	0
Q9H9J2	39S ribosomal protein L44, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL44 PE=1 SV=1	MRPL44	3	5.76047	3	2.76047	0
Q5QPA5	39S ribosomal protein S18a, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPS18A PE=1 SV=9		3	5.38794	3	2.38794	0
P62857	40S ribosomal protein S28 OS=Homo sapiens OX=9606 GN=RPS28 PE=1 SV=1	RPS28	4.61028	5.72862	4.30238	1.11833	-0.307905
P62081	40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1	RPS7	5.64131	5.79086	5.20843	0.149555	-0.432877
A0A5F9UP49	45 kDa calcium-binding protein OS=Homo sapiens OX=9606 GN=SDF4 PE=4 SV=1		3	5.07941	3	2.07941	0
P21589	5'-nucleotidase OS=Homo sapiens OX=9606 GN=NT5E PE=1 SV=1	NT5E	5.40193	4.73287	5.31044	-0.669055	-0.091488
P05386	60S acidic ribosomal protein P1 OS=Homo sapiens OX=9606 GN=RPLP1 PE=1 SV=1	RPLP1	5.14182	6.08171	3	0.939891	-2.14182
H7BY91	60S ribosomal protein L36a OS=Homo sapiens OX=9606 GN=RPL36A PE=4 SV=2		5.12034	5.50081	4.49259	0.380472	-0.627751
Q969Q0	60S ribosomal protein L36a-like OS=Homo sapiens OX=9606 GN=RPL36AL PE=1 SV=3	RPL36AL	4.70536	5.36572	4.12412	0.660354	-0.581241
A0A5F9ZHJ0	Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=4 SV=1		3	5.12328	4.27238	2.12328	1.27238
H0Y6A0	ADP-ribosylation factor GTPase-activating protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=ARFGAP3 PE=1 SV=1		3	5.16838	3	2.16838	0
F8VYN9	ADP-ribosylation factor-like protein 1 OS=Homo sapiens OX=9606 GN=ARL1 PE=1 SV=1		3.6951	5.02806	3	1.33296	-0.6951
X6RAJ1	A-kinase anchor protein 17A OS=Homo sapiens OX=9606 GN=AKAP17A PE=1 SV=1	AKAP17A	3	3	5.329	0	2.329
K7EPL7	Ankyrin repeat and SAM domain-containing protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=ANKS3 PE=1 SV=1		4.294	5.63543	3	1.34144	-1.294
Q9ULJ7	Ankyrin repeat domain-containing protein 50 OS=Homo sapiens OX=9606 GN=ANKRD50 PE=1 SV=4	ANKRD50	3	5.38453	4.96851	2.38453	1.96851
O43747	AP-1 complex subunit gamma-1 OS=Homo sapiens OX=9606 GN=AP1G1 PE=1 SV=5	AP1G1	3	4.7428	4.52915	1.7428	1.52915
P36542	ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1	ATP5C1	4.20466	5.05467	4.79081	0.850009	0.586152
Q8NB90	ATPase family protein 2 homolog OS=Homo sapiens OX=9606 GN=SPATA5 PE=1 SV=3	SPATA5	3	4.99712	3	1.99712	0
E7EWK3	ATP-dependent DNA/RNA helicase DHX36 (Fragment) OS=Homo sapiens OX=9606 GN=DHX36 PE=1 SV=1		3.73269	5.21384	4.87695	1.48115	1.14426
F8VRX4	ATP-dependent RNA helicase DDX54 (Fragment) OS=Homo sapiens OX=9606 GN=DDX54 PE=1 SV=1		4.54176	4.83223	4.57815	0.290479	0.036394
O14497	AT-rich interactive domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ARID1A PE=1 SV=3	ARID1A	3	3	5.2423	0	2.2423
O95816	BAG family molecular chaperone regulator 2 OS=Homo sapiens OX=9606 GN=BAG2 PE=1 SV=1	BAG2	3.92225	5.43532	4.3641	1.51308	0.44185
E9PK91	Bcl-2-associated transcription factor 1 OS=Homo sapiens OX=9606 GN=BCLAF1 PE=1 SV=1	BCLAF1	5.20213	5.4258	5.153	0.223664	-0.0491319
Q8NFC6	Biorientation of chromosomes in cell division protein 1-like 1 OS=Homo sapiens OX=9606 GN=BOD1L1 PE=1 SV=2	BOD1L1	3	6.1892	6.07071	3.1892	3.07071
P55285	Cadherin-6 OS=Homo sapiens OX=9606 GN=CDH6 PE=1 SV=1	CDH6	4.27981	6.44715	3	2.16734	-1.27981
Q9HB71	Calcyclin-binding protein OS=Homo sapiens OX=9606 GN=CACYBP PE=1 SV=2	CACYBP	3	5.38191	4.76262	2.38191	1.76262
P04632	Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1	CAPNS1	3	4.4622	3	1.4622	0
P17655	Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2 PE=1 SV=6	CAPN2	3	5.20504	4.14753	2.20504	1.14753
K7ES69	Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1		4.3309	5.75572	4.37967	1.42482	0.0487692
Q5TDF0	Cancer-related nucleoside-triphosphatase OS=Homo sapiens OX=9606 GN=NTPCR PE=1 SV=1	NTPCR	3.56636	5.34876	4.31684	1.7824	0.750477
